Gene	Jaccard Index
ENSMUSG00000070605	1.0
ENSMUSG00000056300	0.9302325581395349
ENSMUSG00000063245	0.3953488372093023
ENSMUSG00000045699	1.0
ENSMUSG00000086147	1.0
ENSMUSG00000067919	1.0
ENSMUSG00000067916	0.0
ENSMUSG00000078498	1.0
ENSMUSG00000078497	0.0
ENSMUSG00000078496	1.0
ENSMUSG00000065999	0.22598870056497175
ENSMUSG00000066000	0.0
ENSMUSG00000062518	1.0
ENSMUSG00000078495	1.0
ENSMUSG00000059423	0.0
ENSMUSG00000029022	1.0
ENSMUSG00000070583	1.0
ENSMUSG00000029020	0.19992769342010122
ENSMUSG00000019055	0.3333333333333333
ENSMUSG00000044496	1.0
ENSMUSG00000029019	1.0
ENSMUSG00000041616	1.0
ENSMUSG00000029016	1.0
ENSMUSG00000029009	0.4973544973544974
ENSMUSG00000029007	1.0
ENSMUSG00000029005	1.0
ENSMUSG00000029003	0.5
ENSMUSG00000055401	0.4
ENSMUSG00000029001	0.40983732057416267
ENSMUSG00000041556	1.0
ENSMUSG00000041544	1.0
ENSMUSG00000047719	1.0
ENSMUSG00000028991	0.0
ENSMUSG00000028989	1.0
ENSMUSG00000017264	1.0
ENSMUSG00000006442	1.0
ENSMUSG00000028979	0.27692307692307694
ENSMUSG00000041459	0.311882391291958
ENSMUSG00000070577	1.0
ENSMUSG00000028977	0.45604395604395603
ENSMUSG00000028975	1.0
ENSMUSG00000028974	0.0
ENSMUSG00000028971	1.0
ENSMUSG00000073705	0.4
ENSMUSG00000028961	1.0
ENSMUSG00000063077	0.3175482121565071
ENSMUSG00000028960	1.0
ENSMUSG00000028996	1.0
ENSMUSG00000028992	0.34552845528455284
ENSMUSG00000087198	1.0
ENSMUSG00000028990	0.8133333333333334
ENSMUSG00000028988	1.0
ENSMUSG00000039953	0.9933333333333333
ENSMUSG00000039936	0.45454545454545453
ENSMUSG00000044700	0.5703703703703704
ENSMUSG00000028982	1.0
ENSMUSG00000039911	0.45536723163841814
ENSMUSG00000028980	0.4603174603174603
ENSMUSG00000047875	1.0
ENSMUSG00000028976	1.0
ENSMUSG00000062064	1.0
ENSMUSG00000028972	0.0
ENSMUSG00000063524	0.3693877551020408
ENSMUSG00000039852	0.2204379562043796
ENSMUSG00000039838	1.0
ENSMUSG00000028967	1.0
ENSMUSG00000028964	1.0
ENSMUSG00000028965	1.0
ENSMUSG00000028963	1.0
ENSMUSG00000028957	1.0
ENSMUSG00000028955	1.0
ENSMUSG00000014592	0.4666666666666667
ENSMUSG00000039768	0.0
ENSMUSG00000039759	0.9230769230769231
ENSMUSG00000047777	1.0
ENSMUSG00000073700	1.0
ENSMUSG00000028952	0.0
ENSMUSG00000028950	1.0
ENSMUSG00000028948	1.0
ENSMUSG00000039713	0.8829268292682926
ENSMUSG00000024793	1.0
ENSMUSG00000028943	0.383266898118383
ENSMUSG00000028940	1.0
ENSMUSG00000028937	0.40562248995983935
ENSMUSG00000042804	0.8888888888888888
ENSMUSG00000028946	1.0
ENSMUSG00000039662	1.0
ENSMUSG00000058498	0.6304347826086957
ENSMUSG00000028936	1.0
ENSMUSG00000005045	1.0
ENSMUSG00000028931	0.3356206297120981
ENSMUSG00000039577	1.0
ENSMUSG00000039546	1.0
ENSMUSG00000047613	1.0
ENSMUSG00000029027	1.0
ENSMUSG00000039523	1.0
ENSMUSG00000029028	0.3333333333333333
ENSMUSG00000078350	1.0
ENSMUSG00000039492	1.0
ENSMUSG00000029026	0.40578898225957055
ENSMUSG00000029029	0.0
ENSMUSG00000029030	0.0
ENSMUSG00000057751	0.3333333333333333
ENSMUSG00000029032	0.39285714285714285
ENSMUSG00000039410	0.7468944099378884
ENSMUSG00000051276	1.0
ENSMUSG00000046637	1.0
ENSMUSG00000058183	0.6277777777777778
ENSMUSG00000029059	0.0
ENSMUSG00000042333	1.0
ENSMUSG00000048001	1.0
ENSMUSG00000029056	0.7678571428571429
ENSMUSG00000029055	0.3156935817805383
ENSMUSG00000029047	1.0
ENSMUSG00000029048	1.0
ENSMUSG00000029049	1.0
ENSMUSG00000029050	1.0
ENSMUSG00000073684	1.0
ENSMUSG00000029053	0.4
ENSMUSG00000029054	1.0
ENSMUSG00000078490	0.4
ENSMUSG00000023153	1.0
ENSMUSG00000029064	0.3333333333333333
ENSMUSG00000029063	0.4
ENSMUSG00000042202	1.0
ENSMUSG00000029062	1.0
ENSMUSG00000029061	1.0
ENSMUSG00000029060	0.4
ENSMUSG00000074738	1.0
ENSMUSG00000029038	0.4691358024691358
ENSMUSG00000084845	1.0
ENSMUSG00000029036	1.0
ENSMUSG00000042116	1.0
ENSMUSG00000073680	1.0
ENSMUSG00000078487	1.0
ENSMUSG00000029066	1.0
ENSMUSG00000029068	1.0
ENSMUSG00000065990	1.0
ENSMUSG00000029070	0.7457627118644068
ENSMUSG00000029071	1.0
ENSMUSG00000029072	1.0
ENSMUSG00000029073	1.0
ENSMUSG00000029034	0.6756756756756757
ENSMUSG00000051557	1.0
ENSMUSG00000029033	1.0
ENSMUSG00000023286	0.49120879120879124
ENSMUSG00000023571	1.0
ENSMUSG00000050796	1.0
ENSMUSG00000029076	0.0
ENSMUSG00000029075	1.0
ENSMUSG00000041954	0.5870147255689425
ENSMUSG00000029074	1.0
ENSMUSG00000059939	1.0
ENSMUSG00000110404	1.0
ENSMUSG00000041936	0.5755813953488372
ENSMUSG00000035692	1.0
ENSMUSG00000078486	1.0
ENSMUSG00000078485	1.0
ENSMUSG00002076083	0.0
ENSMUSG00000095567	1.0
ENSMUSG00000096351	0.3333333333333333
ENSMUSG00000057021	0.0
ENSMUSG00000040274	0.5
ENSMUSG00000058503	1.0
ENSMUSG00000008307	0.0
ENSMUSG00000040302	0.0
ENSMUSG00000005907	0.3956989247311828
ENSMUSG00000007415	0.2898550724637681
ENSMUSG00000014529	1.0
ENSMUSG00000040351	0.9871794871794872
ENSMUSG00000000600	0.14429735858307288
ENSMUSG00000040367	0.0
ENSMUSG00000040429	1.0
ENSMUSG00000040407	0.21735537190082646
ENSMUSG00000001467	1.0
ENSMUSG00000053178	1.0
ENSMUSG00000044674	1.0
ENSMUSG00000028926	0.37884615384615383
ENSMUSG00000079666	1.0
ENSMUSG00000046798	0.0
ENSMUSG00000040464	0.2916666666666667
ENSMUSG00000073234	1.0
ENSMUSG00000040473	0.4540816326530613
ENSMUSG00000015653	1.0
ENSMUSG00000015652	0.0
ENSMUSG00000092094	1.0
ENSMUSG00000040514	1.0
ENSMUSG00000012428	1.0
ENSMUSG00000003161	0.8293838862559242
ENSMUSG00000040537	0.27403036328002955
ENSMUSG00000002297	0.34211601307189543
ENSMUSG00000054099	0.5641025641025641
ENSMUSG00000040570	1.0
ENSMUSG00000040584	1.0
ENSMUSG00000028970	0.0
ENSMUSG00000042476	1.0
ENSMUSG00000003623	1.0
ENSMUSG00000079659	0.0
ENSMUSG00000042508	0.28102564102564104
ENSMUSG00000056004	0.3333333333333333
ENSMUSG00000003974	1.0
ENSMUSG00000069355	1.0
ENSMUSG00000091933	1.0
ENSMUSG00000095710	1.0
ENSMUSG00000094025	1.0
ENSMUSG00000095918	1.0
ENSMUSG00000096846	1.0
ENSMUSG00000095829	1.0
ENSMUSG00000096732	1.0
ENSMUSG00000095296	1.0
ENSMUSG00000091903	1.0
ENSMUSG00000094105	1.0
ENSMUSG00000094205	1.0
ENSMUSG00000067848	1.0
ENSMUSG00000040254	1.0
ENSMUSG00000028883	0.33209417596034696
ENSMUSG00000067855	1.0
ENSMUSG00000063531	1.0
ENSMUSG00000061601	0.3333333333333333
ENSMUSG00000033219	1.0
ENSMUSG00000091255	1.0
ENSMUSG00000072188	1.0
ENSMUSG00000091897	1.0
ENSMUSG00000099762	1.0
ENSMUSG00000106445	1.0
ENSMUSG00000096878	1.0
ENSMUSG00000070933	1.0
ENSMUSG00000069720	1.0
ENSMUSG00000073208	0.0
ENSMUSG00000040118	0.601418439716312
ENSMUSG00000028864	1.0
ENSMUSG00000109903	1.0
ENSMUSG00000091827	1.0
ENSMUSG00000058643	1.0
ENSMUSG00000028780	0.0
ENSMUSG00000002944	0.0
ENSMUSG00000028777	1.0
ENSMUSG00000057614	1.0
ENSMUSG00000040003	0.5333333333333333
ENSMUSG00000039987	1.0
ENSMUSG00000045435	1.0
ENSMUSG00000039968	0.3111111111111111
ENSMUSG00000028771	1.0
ENSMUSG00000039934	0.32407407407407407
ENSMUSG00000064280	0.8333333333333334
ENSMUSG00000039899	1.0
ENSMUSG00000047221	1.0
ENSMUSG00000048520	0.6
ENSMUSG00000039883	1.0
ENSMUSG00000038525	1.0
ENSMUSG00000044968	1.0
ENSMUSG00000029017	0.0
ENSMUSG00000029014	0.4717514124293785
ENSMUSG00000028932	0.945054945054945
ENSMUSG00000029015	0.5364508393285372
ENSMUSG00000042453	1.0
ENSMUSG00000029012	1.0
ENSMUSG00000106379	0.0
ENSMUSG00000029004	0.0
ENSMUSG00000062604	0.31764705882352945
ENSMUSG00000057541	1.0
ENSMUSG00000028999	0.30753968253968256
ENSMUSG00000028998	1.0
ENSMUSG00000028995	1.0
ENSMUSG00000028986	1.0
ENSMUSG00000048439	1.0
ENSMUSG00000038319	0.9906103286384976
ENSMUSG00000028978	0.9981343283582089
ENSMUSG00000038295	1.0
ENSMUSG00000028973	0.1982456140350877
ENSMUSG00000038276	1.0
ENSMUSG00000028969	0.053703703703703705
ENSMUSG00000028962	0.3047619047619048
ENSMUSG00000028959	0.8823529411764706
ENSMUSG00000028958	0.6776119402985076
ENSMUSG00000023353	0.5207142857142857
ENSMUSG00000067724	1.0
ENSMUSG00000038204	1.0
ENSMUSG00000038199	0.0
ENSMUSG00000028953	1.0
ENSMUSG00000038181	0.9655172413793104
ENSMUSG00000028949	1.0
ENSMUSG00000028954	1.0
ENSMUSG00000055235	1.0
ENSMUSG00000038135	1.0
ENSMUSG00000028945	1.0
ENSMUSG00000028944	0.4154525386313466
ENSMUSG00000028938	0.5694444444444444
ENSMUSG00000054116	1.0
ENSMUSG00000038072	0.0
ENSMUSG00000038056	0.4798861480075901
ENSMUSG00000038044	1.0
ENSMUSG00000028933	0.0
ENSMUSG00000056367	1.0
ENSMUSG00000104824	1.0
ENSMUSG00000095550	1.0
ENSMUSG00000106627	1.0
ENSMUSG00000096045	1.0
ENSMUSG00000091049	1.0
ENSMUSG00000067700	1.0
ENSMUSG00000073119	1.0
ENSMUSG00000073117	1.0
ENSMUSG00000073116	1.0
ENSMUSG00000051940	1.0
ENSMUSG00000067698	1.0
ENSMUSG00000059645	1.0
ENSMUSG00000061576	1.0
ENSMUSG00000048703	1.0
ENSMUSG00000002221	1.0
ENSMUSG00000039106	1.0
ENSMUSG00000045294	1.0
ENSMUSG00000039095	1.0
ENSMUSG00000044681	1.0
ENSMUSG00000048271	0.21818181818181817
ENSMUSG00000002633	1.0
ENSMUSG00000029130	0.6666666666666666
ENSMUSG00000010721	0.6009523809523809
ENSMUSG00000001569	1.0
ENSMUSG00000001566	1.0
ENSMUSG00000039000	0.8181818181818182
ENSMUSG00000029131	0.2837301587301588
ENSMUSG00000025746	0.18773946360153257
ENSMUSG00000025747	0.4641493601846025
ENSMUSG00000044576	1.0
ENSMUSG00000025745	1.0
ENSMUSG00000059447	0.037037037037037035
ENSMUSG00000067642	0.10526315789473684
ENSMUSG00000075703	1.0
ENSMUSG00000073102	1.0
ENSMUSG00000062372	1.0
ENSMUSG00000029182	1.0
ENSMUSG00000053194	1.0
ENSMUSG00000049265	1.0
ENSMUSG00000029175	0.3333333333333333
ENSMUSG00000029177	0.07692307692307693
ENSMUSG00000029168	0.02654867256637168
ENSMUSG00000029166	0.3582089552238806
ENSMUSG00000038828	0.4838709677419355
ENSMUSG00000029165	0.4444444444444444
ENSMUSG00000038803	1.0
ENSMUSG00000029163	1.0
ENSMUSG00000029162	0.4931185167034224
ENSMUSG00000029161	1.0
ENSMUSG00000045302	0.31451612903225806
ENSMUSG00000006642	1.0
ENSMUSG00000006641	0.3333333333333333
ENSMUSG00000013622	0.4
ENSMUSG00000013629	0.6530168385638794
ENSMUSG00000029151	0.225
ENSMUSG00000053856	1.0
ENSMUSG00000062077	1.0
ENSMUSG00000038676	1.0
ENSMUSG00000107283	0.5363113732259303
ENSMUSG00000106864	0.45666666666666667
ENSMUSG00000029145	0.4156848306332842
ENSMUSG00000029146	0.1646090534979424
ENSMUSG00000043059	0.4
ENSMUSG00000029147	0.26552287581699346
ENSMUSG00000029148	0.23545363908275174
ENSMUSG00000029149	1.0
ENSMUSG00000038564	0.5
ENSMUSG00000038552	1.0
ENSMUSG00000059434	0.3333333333333333
ENSMUSG00000062761	0.6
ENSMUSG00000029138	1.0
ENSMUSG00000064037	0.0
ENSMUSG00000053134	0.9518072289156626
ENSMUSG00000029141	0.35294117647058826
ENSMUSG00000106918	1.0
ENSMUSG00000029136	1.0
ENSMUSG00000052139	0.6595804988662133
ENSMUSG00000029135	1.0
ENSMUSG00000029134	0.19047619047619047
ENSMUSG00000014956	0.0
ENSMUSG00000014932	0.0
ENSMUSG00000023452	0.6954545454545453
ENSMUSG00000054280	1.0
ENSMUSG00000037426	0.32323232323232326
ENSMUSG00000018965	1.0
ENSMUSG00000011034	1.0
ENSMUSG00000037379	0.0
ENSMUSG00000037373	0.40686274509803916
ENSMUSG00000079562	0.3333333333333333
ENSMUSG00000037355	1.0
ENSMUSG00000029112	1.0
ENSMUSG00000037339	0.3333333333333333
ENSMUSG00000004642	0.6
ENSMUSG00000019295	0.0
ENSMUSG00000037313	0.2984126984126984
ENSMUSG00000054252	0.4653183520599251
ENSMUSG00000005299	0.0
ENSMUSG00000057406	0.42046204620462047
ENSMUSG00000029111	1.0
ENSMUSG00000070858	1.0
ENSMUSG00000048142	1.0
ENSMUSG00000045102	0.9873015873015873
ENSMUSG00000079555	0.3333333333333333
ENSMUSG00000037235	1.0
ENSMUSG00000037224	0.0
ENSMUSG00000109572	1.0
ENSMUSG00000029110	0.0
ENSMUSG00000037210	1.0
ENSMUSG00000059866	0.6068376068376068
ENSMUSG00000054520	0.78125
ENSMUSG00000029106	0.41422113289760354
ENSMUSG00000001082	0.28586545729402874
ENSMUSG00000036693	0.3333333333333333
ENSMUSG00000052783	0.3333333333333333
ENSMUSG00000029104	1.0
ENSMUSG00000051246	0.4042553191489362
ENSMUSG00000029101	0.3595087083459176
ENSMUSG00000029102	0.09523809523809523
ENSMUSG00000044716	0.3169398907103825
ENSMUSG00000029103	0.26436781609195403
ENSMUSG00000045318	1.0
ENSMUSG00000067438	0.08333333333333333
ENSMUSG00000036596	0.0
ENSMUSG00000029097	0.0
ENSMUSG00000029098	0.4666666666666667
ENSMUSG00000029096	0.3333333333333333
ENSMUSG00000036553	1.0
ENSMUSG00000029095	0.2878563147845063
ENSMUSG00000029094	0.3333333333333333
ENSMUSG00000029093	0.3333333333333333
ENSMUSG00000043430	1.0
ENSMUSG00000029198	1.0
ENSMUSG00000029196	0.9285714285714286
ENSMUSG00000050677	1.0
ENSMUSG00000029192	0.5300411522633744
ENSMUSG00000029190	0.3333333333333333
ENSMUSG00000060708	1.0
ENSMUSG00000055302	1.0
ENSMUSG00000029119	0.10884353741496598
ENSMUSG00000029120	0.0
ENSMUSG00000039474	0.0642570281124498
ENSMUSG00000063646	0.33478409284860905
ENSMUSG00000117286	1.0
ENSMUSG00000113373	1.0
ENSMUSG00000029121	0.3473333333333333
ENSMUSG00000029122	0.4388059701492538
ENSMUSG00000050248	1.0
ENSMUSG00000029123	1.0
ENSMUSG00000062329	1.0
ENSMUSG00000048450	1.0
ENSMUSG00000029125	0.28359412043622567
ENSMUSG00000029126	0.3358333333333333
ENSMUSG00000029127	0.2180451127819549
ENSMUSG00000067367	1.0
ENSMUSG00000067365	0.0
ENSMUSG00000051596	1.0
ENSMUSG00000039358	1.0
ENSMUSG00000005107	0.4666666666666667
ENSMUSG00000005103	0.7239263803680982
ENSMUSG00000046572	0.3333333333333333
ENSMUSG00000039315	1.0
ENSMUSG00000051022	0.028985507246376812
ENSMUSG00000029128	0.9722222222222223
ENSMUSG00000049691	1.0
ENSMUSG00000061755	1.0
ENSMUSG00000039782	0.5
ENSMUSG00000061535	0.3333333333333333
ENSMUSG00000039765	1.0
ENSMUSG00000039753	0.7561728395061729
ENSMUSG00000029082	1.0
ENSMUSG00000029084	1.0
ENSMUSG00000033036	0.0
ENSMUSG00000048373	1.0
ENSMUSG00000029086	0.5974039082687339
ENSMUSG00000046985	1.0
ENSMUSG00000039706	1.0
ENSMUSG00000015806	0.3333333333333333
ENSMUSG00000049530	1.0
ENSMUSG00000039682	0.0
ENSMUSG00000015804	0.3706666666666667
ENSMUSG00000015879	1.0
ENSMUSG00000015880	1.0
ENSMUSG00000015882	0.4003732849071832
ENSMUSG00000031558	0.5245033112582782
ENSMUSG00000029089	1.0
ENSMUSG00000029088	0.18418367346938774
ENSMUSG00000029090	1.0
ENSMUSG00000029167	0.36700336700336705
ENSMUSG00000029169	0.36000000000000004
ENSMUSG00000072941	1.0
ENSMUSG00000045790	0.3333333333333333
ENSMUSG00000039252	0.94
ENSMUSG00000029173	1.0
ENSMUSG00000029186	1.0
ENSMUSG00000029179	0.3333333333333333
ENSMUSG00000029176	0.3333333333333333
ENSMUSG00000029188	0.43956043956043955
ENSMUSG00000029189	1.0
ENSMUSG00000061461	1.0
ENSMUSG00000039191	0.6179516055870989
ENSMUSG00000029193	0.9119170984455959
ENSMUSG00000039178	1.0
ENSMUSG00000039156	1.0
ENSMUSG00000029108	0.7511111111111111
ENSMUSG00000089992	1.0
ENSMUSG00000037999	0.0
ENSMUSG00000090326	1.0
ENSMUSG00000090061	1.0
ENSMUSG00000060512	1.0
ENSMUSG00000047881	1.0
ENSMUSG00000029171	0.0
ENSMUSG00000029174	0.44607843137254904
ENSMUSG00000029178	0.3333333333333333
ENSMUSG00000044827	1.0
ENSMUSG00000051498	0.3333333333333333
ENSMUSG00000029185	0.0
ENSMUSG00000037913	0.5
ENSMUSG00000054920	0.42857142857142855
ENSMUSG00000037890	0.19858156028368795
ENSMUSG00000029191	0.6
ENSMUSG00000029195	1.0
ENSMUSG00000047215	0.8151376991802524
ENSMUSG00000029199	0.3333333333333333
ENSMUSG00000029201	0.0
ENSMUSG00000037822	1.0
ENSMUSG00000029203	0.403921568627451
ENSMUSG00000029202	0.0
ENSMUSG00000037795	1.0
ENSMUSG00000029204	1.0
ENSMUSG00000029205	0.2925170068027211
ENSMUSG00000070780	0.32517482517482516
ENSMUSG00000029206	1.0
ENSMUSG00000029207	0.4511363636363636
ENSMUSG00000121580	1.0
ENSMUSG00000029223	1.0
ENSMUSG00000037736	0.5244444444444446
ENSMUSG00000012520	0.0
ENSMUSG00000037720	0.35111111111111115
ENSMUSG00000029221	0.3333333333333333
ENSMUSG00000092060	0.0
ENSMUSG00000050010	1.0
ENSMUSG00000037685	0.26972010178117045
ENSMUSG00000068082	1.0
ENSMUSG00000037653	0.575
ENSMUSG00000029158	0.4
ENSMUSG00000029208	0.9931972789115647
ENSMUSG00000029209	0.764102564102564
ENSMUSG00000001260	1.0
ENSMUSG00000000560	1.0
ENSMUSG00000049387	1.0
ENSMUSG00000029211	0.3333333333333333
ENSMUSG00000029212	0.3464052287581699
ENSMUSG00000029213	0.0
ENSMUSG00000005220	0.903225806451613
ENSMUSG00000072889	0.0
ENSMUSG00000063935	1.0
ENSMUSG00000060204	1.0
ENSMUSG00000067220	0.3333333333333333
ENSMUSG00000067219	0.6857142857142857
ENSMUSG00000054892	1.0
ENSMUSG00000029217	0.2962962962962963
ENSMUSG00000036087	0.3333333333333333
ENSMUSG00000063656	1.0
ENSMUSG00000029219	0.12903225806451613
ENSMUSG00000070733	0.4132653061224489
ENSMUSG00000029152	0.42857142857142855
ENSMUSG00000029153	1.0
ENSMUSG00000029154	1.0
ENSMUSG00000051674	0.5036630036630036
ENSMUSG00000067206	0.0
ENSMUSG00000029156	1.0
ENSMUSG00000029155	0.6792452830188679
ENSMUSG00000054814	0.17025089605734767
ENSMUSG00000049907	1.0
ENSMUSG00000062110	0.5
ENSMUSG00000029227	0.4436177468207373
ENSMUSG00000029228	0.5928571428571429
ENSMUSG00000029229	1.0
ENSMUSG00000035946	0.71875
ENSMUSG00000029231	0.20765550239234448
ENSMUSG00000005672	1.0
ENSMUSG00000062960	1.0
ENSMUSG00000029233	0.5
ENSMUSG00000029234	1.0
ENSMUSG00000029238	1.0
ENSMUSG00000029235	1.0
ENSMUSG00000029236	1.0
ENSMUSG00000091204	1.0
ENSMUSG00000036435	0.5
ENSMUSG00000036403	1.0
ENSMUSG00000036377	0.42857142857142855
ENSMUSG00000055923	0.32
ENSMUSG00000029246	1.0
ENSMUSG00000029247	0.0
ENSMUSG00000036323	0.9838709677419355
ENSMUSG00000063820	1.0
ENSMUSG00000029248	1.0
ENSMUSG00000059325	1.0
ENSMUSG00000053030	1.0
ENSMUSG00000029249	1.0
ENSMUSG00000036285	1.0
ENSMUSG00000029250	1.0
ENSMUSG00000036256	1.0
ENSMUSG00000037605	0.6079870591461068
ENSMUSG00000099863	1.0
ENSMUSG00000049537	0.25
ENSMUSG00000029245	0.7168470427786061
ENSMUSG00000029253	1.0
ENSMUSG00000029254	0.0
ENSMUSG00000035898	1.0
ENSMUSG00000029255	0.5680555555555555
ENSMUSG00000061184	1.0
ENSMUSG00000061259	0.6363636363636364
ENSMUSG00000072845	1.0
ENSMUSG00000079451	1.0
ENSMUSG00000048764	1.0
ENSMUSG00000035861	1.0
ENSMUSG00000054537	1.0
ENSMUSG00000035851	1.0
ENSMUSG00000029260	1.0
ENSMUSG00000035836	1.0
ENSMUSG00000035811	1.0
ENSMUSG00000070704	0.3333333333333333
ENSMUSG00000054630	1.0
ENSMUSG00000057425	1.0
ENSMUSG00000035780	1.0
ENSMUSG00000061906	1.0
ENSMUSG00000029268	0.16666666666666666
ENSMUSG00000106677	1.0
ENSMUSG00000029269	1.0
ENSMUSG00000029273	1.0
ENSMUSG00000029272	1.0
ENSMUSG00000070702	0.3333333333333333
ENSMUSG00000063157	1.0
ENSMUSG00000061937	0.5
ENSMUSG00000061388	1.0
ENSMUSG00000002240	1.0
ENSMUSG00000009580	1.0
ENSMUSG00000001622	1.0
ENSMUSG00000007457	1.0
ENSMUSG00000007907	1.0
ENSMUSG00000029280	0.0
ENSMUSG00000029281	1.0
ENSMUSG00000090302	1.0
ENSMUSG00000064156	1.0
ENSMUSG00000029282	1.0
ENSMUSG00000029288	1.0
ENSMUSG00000029286	1.0
ENSMUSG00000067149	1.0
ENSMUSG00000070697	1.0
ENSMUSG00000029291	0.4858142246404975
ENSMUSG00000044221	0.398989898989899
ENSMUSG00000006262	1.0
ENSMUSG00000029366	1.0
ENSMUSG00000060961	0.3733948272743714
ENSMUSG00000035540	1.0
ENSMUSG00000035528	1.0
ENSMUSG00000043635	0.8947368421052632
ENSMUSG00000035505	0.3114754098360656
ENSMUSG00000055204	0.9950248756218905
ENSMUSG00000029368	1.0
ENSMUSG00000054932	0.046153846153846156
ENSMUSG00000029369	1.0
ENSMUSG00000070690	1.0
ENSMUSG00000029370	0.3333333333333333
ENSMUSG00000029371	1.0
ENSMUSG00000029372	1.0
ENSMUSG00000029373	0.0
ENSMUSG00000029379	1.0
ENSMUSG00000029375	1.0
ENSMUSG00000029380	1.0
ENSMUSG00000058427	1.0
ENSMUSG00000029376	0.0
ENSMUSG00000035020	1.0
ENSMUSG00000029377	1.0
ENSMUSG00000029378	1.0
ENSMUSG00000082361	1.0
ENSMUSG00000034981	1.0
ENSMUSG00000029397	1.0
ENSMUSG00000096035	1.0
ENSMUSG00000029403	0.3333333333333333
ENSMUSG00000029405	0.29093799682034976
ENSMUSG00000029407	1.0
ENSMUSG00000029409	1.0
ENSMUSG00000029410	1.0
ENSMUSG00000029413	0.3333333333333333
ENSMUSG00000029415	0.6877637130801687
ENSMUSG00000029417	1.0
ENSMUSG00000034842	0.4558823529411763
ENSMUSG00000034855	1.0
ENSMUSG00000034826	0.3333333333333333
ENSMUSG00000029426	1.0
ENSMUSG00000057068	0.4666666666666667
ENSMUSG00000047963	0.02666666666666667
ENSMUSG00000050050	0.3333333333333333
ENSMUSG00000029381	0.35940594059405945
ENSMUSG00000045314	1.0
ENSMUSG00000058013	0.5238095238095238
ENSMUSG00000063015	0.5
ENSMUSG00000029384	1.0
ENSMUSG00000029385	1.0
ENSMUSG00000096044	1.0
ENSMUSG00000070686	0.5030303030303029
ENSMUSG00000107392	1.0
ENSMUSG00000096230	1.0
ENSMUSG00000072822	1.0
ENSMUSG00000072821	0.0
ENSMUSG00000096259	1.0
ENSMUSG00000095718	1.0
ENSMUSG00000074011	1.0
ENSMUSG00000095074	0.2545454545454545
ENSMUSG00000095503	1.0
ENSMUSG00000094195	1.0
ENSMUSG00000095954	0.2
ENSMUSG00000092166	0.2545454545454545
ENSMUSG00000095996	1.0
ENSMUSG00000096066	1.0
ENSMUSG00000079424	1.0
ENSMUSG00000070677	1.0
ENSMUSG00000079423	0.0
ENSMUSG00000094043	1.0
ENSMUSG00000096139	1.0
ENSMUSG00000072814	0.0
ENSMUSG00000072813	1.0
ENSMUSG00000023078	1.0
ENSMUSG00000034724	0.42857142857142855
ENSMUSG00000029486	0.0
ENSMUSG00000034687	1.0
ENSMUSG00000029484	0.30864197530864196
ENSMUSG00000034663	0.5949367088607594
ENSMUSG00000055725	0.3989071038251366
ENSMUSG00000046000	1.0
ENSMUSG00000050553	1.0
ENSMUSG00000029338	0.625
ENSMUSG00000035456	1.0
ENSMUSG00000029337	0.19148936170212766
ENSMUSG00000057816	1.0
ENSMUSG00000029335	0.9473684210526315
ENSMUSG00000029334	0.4745442241859725
ENSMUSG00000089809	0.37142857142857144
ENSMUSG00000105078	1.0
ENSMUSG00000000568	1.0
ENSMUSG00000029328	1.0
ENSMUSG00000029326	1.0
ENSMUSG00000050640	1.0
ENSMUSG00000035325	0.2883028083028083
ENSMUSG00000118665	1.0
ENSMUSG00000035297	0.15602836879432624
ENSMUSG00000029322	1.0
ENSMUSG00000029319	0.032679738562091505
ENSMUSG00000035273	1.0
ENSMUSG00000035266	1.0
ENSMUSG00000016833	0.3333333333333333
ENSMUSG00000035234	1.0
ENSMUSG00000029314	0.0
ENSMUSG00000035187	1.0
ENSMUSG00000029330	1.0
ENSMUSG00000043940	0.5
ENSMUSG00000057315	0.9797979797979798
ENSMUSG00000046709	0.6346226677805626
ENSMUSG00000034573	1.0
ENSMUSG00000029321	1.0
ENSMUSG00000029320	1.0
ENSMUSG00000029313	0.9822222222222222
ENSMUSG00000029312	0.3043478260869565
ENSMUSG00000034528	0.3333333333333333
ENSMUSG00000029311	1.0
ENSMUSG00000029310	0.20208500400962306
ENSMUSG00000091034	1.0
ENSMUSG00000029309	0.0
ENSMUSG00000053268	1.0
ENSMUSG00000029307	1.0
ENSMUSG00000029306	1.0
ENSMUSG00000053863	1.0
ENSMUSG00000029304	0.4
ENSMUSG00000034462	1.0
ENSMUSG00000097392	1.0
ENSMUSG00000120166	0.1623391812865497
ENSMUSG00000072774	1.0
ENSMUSG00000029299	1.0
ENSMUSG00000034438	1.0
ENSMUSG00000029298	1.0
ENSMUSG00000079363	0.2148846960167715
ENSMUSG00000105096	1.0
ENSMUSG00000104713	1.0
ENSMUSG00000070639	1.0
ENSMUSG00000054720	0.3333333333333333
ENSMUSG00000046079	0.5
ENSMUSG00000029290	1.0
ENSMUSG00000034384	1.0
ENSMUSG00000049606	0.4444444444444444
ENSMUSG00000043410	0.06227106227106227
ENSMUSG00000029283	0.9180327868852459
ENSMUSG00000029287	0.0
ENSMUSG00000029279	0.0
ENSMUSG00000033805	0.3333333333333333
ENSMUSG00000033794	1.0
ENSMUSG00000111375	0.4
ENSMUSG00000089798	0.6729559748427674
