Gene	Type	Number of isoform	Jaccard Index	Dice coefficient	Overlap coefficient	Redundance metric	Stdev number GO term	BP similarity	CC similarity	MF similarity
ENSMUSG00000031990	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000034275	Observed	2	0.03125	0.06060606060606061	1.0	0.03125	31.0	0.0	0.608	0.0
ENSMUSG00000062257	Observed	2	0.5714285714285714	0.7272727272727273	1.0	0.5714285714285714	1.5	0.0	0.97	0.0
ENSMUSG00000059974	Observed	3	0.7530864197530865	0.8484848484848485	1.0	0.6296296296296297	9.428090415820634	0.7886666666666667	1.0	0.3333333333333333
ENSMUSG00000031993	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000033453	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000031994	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000047412	Observed	4	0.6442307692307692	0.7238805970149254	1.0	0.2884615384615385	16.021469970012117	0.5	1.0	0.8945
ENSMUSG00000031995	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000031996	Observed	4	0.9698527368713532	0.9846165816754052	1.0	0.9726775956284154	2.598076211353316	1.0	0.992	0.9733333333333333
ENSMUSG00000042496	Observed	3	0.9890710382513661	0.9944903581267218	1.0	0.9836065573770492	0.4714045207910317	1.0	1.0	0.9913333333333334
ENSMUSG00000042185	Observed	2	0.2033898305084746	0.3380281690140845	1.0	0.2033898305084746	47.0	0.0	0.997	0.0
ENSMUSG00000041737	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032033	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000041444	Observed	3	0.3512304250559284	0.3681917211328976	1.0	0.5134228187919463	68.3536555146996	0.3333333333333333	0.3333333333333333	0.7526666666666667
ENSMUSG00000032034	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000041248	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032035	Observed	5	0.4764940239043824	0.5356890459363958	1.0	0.3456175298804781	107.28765073390319	0.6597999999999999	0.907	0.8415999999999999
ENSMUSG00000032036	Observed	5	0.9918367346938775	0.9958762886597938	1.0	0.9948979591836735	0.8	1.0	1.0	0.9636000000000001
ENSMUSG00000032038	Observed	5	0.7193548387096774	0.7838509316770186	1.0	0.29838709677419356	34.8	0.8323999999999998	0.9579999999999999	0.9299999999999999
ENSMUSG00000032040	Observed	2	0.950354609929078	0.9745454545454545	1.0	0.950354609929078	3.5	0.999	1.0	0.949
ENSMUSG00000032041	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032042	Observed	2	0.5119047619047619	0.6771653543307087	1.0	0.5119047619047619	20.5	0.948	0.0	0.803
ENSMUSG00000039048	Observed	3	0.39393939393939387	0.4444444444444445	1.0	0.5454545454545454	18.856180831641268	0.3333333333333333	0.6873333333333335	1.0
ENSMUSG00000050471	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032044	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000038119	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000098590	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032101	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032103	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000050555	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032099	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000091215	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032113	Observed	2	0.9826839826839827	0.9912663755458515	1.0	0.9826839826839827	2.0	0.997	1.0	0.997
ENSMUSG00000032116	Observed	2	0.5932203389830508	0.7446808510638298	1.0	0.5932203389830508	12.0	0.987	0.577	1.0
ENSMUSG00000062762	Observed	4	0.3448275862068965	0.35593220338983045	1.0	0.3448275862068966	57.0	0.3333333333333333	0.7373333333333333	0.3333333333333333
ENSMUSG00000032118	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000035934	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032122	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000034303	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000046240	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032125	Observed	5	0.7120507399577167	0.7798224008296604	1.0	0.8181818181818182	24.612192100664256	0.8808	0.6	0.5253
ENSMUSG00000032128	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000042138	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000001946	Observed	3	0.24519774011299433	0.3343413978494623	1.0	0.06779661016949153	25.94010194445829	0.6073333333333334	0.22066666666666668	0.0
ENSMUSG00000001943	Observed	4	0.75	0.8333333333333334	1.0	0.5	0.8660254037844386	0.5	0.9430000000000001	0.5
ENSMUSG00000001942	Observed	4	0.6346153846153846	0.7121212121212123	1.0	0.7564102564102564	8.227241335952167	0.5	0.5	0.9904999999999999
ENSMUSG00000001948	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000011114	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000011118	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000061165	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063350	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000058628	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000066750	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000066749	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000066748	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000066747	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000060583	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094461	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095893	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096424	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096167	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095527	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096356	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096409	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000045528	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000070311	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094778	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096427	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000111814	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000058270	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094588	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096757	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049098	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000052058	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049334	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094380	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096794	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000039962	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094810	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000062621	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000060114	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000111448	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059189	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000047050	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063225	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000046150	Observed	2	0.9393939393939394	0.96875	1.0	0.9393939393939394	1.0	1.0	1.0	0.875
ENSMUSG00000056961	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000023186	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000061039	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049926	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000043911	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000044798	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000062103	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000047667	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000064333	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063221	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000058515	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000057424	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059595	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000058820	Observed	3	0.9595959595959597	0.9791666666666666	1.0	0.9393939393939394	0.9428090415820634	1.0	1.0	0.9166666666666666
ENSMUSG00000094182	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000048501	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049708	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094970	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096555	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000096109	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063380	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000057349	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094269	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000058856	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094745	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063176	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000062649	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095322	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000050853	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059366	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000038112	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000048299	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059867	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059106	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000064110	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000062121	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095839	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094353	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000055820	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095903	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094254	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095774	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000093934	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000094449	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000095390	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000051493	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000043331	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000047352	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000044292	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059473	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000060254	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000046678	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049010	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000044205	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000045812	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049073	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000040541	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000051095	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000025602	Observed	2	0.9324324324324325	0.965034965034965	1.0	0.9324324324324325	2.5	0.953	1.0	0.992
ENSMUSG00000049281	Observed	3	0.9199999999999999	0.9574468085106383	1.0	0.94	8.48528137423857	0.9746666666666667	1.0	0.9806666666666667
ENSMUSG00000040111	Observed	7	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032024	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000015656	Observed	3	0.3771929824561404	0.4156378600823046	1.0	0.5328947368421053	234.28804683314274	0.5466666666666667	0.3333333333333333	0.8273333333333334
ENSMUSG00000054360	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032023	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032021	Observed	4	0.5064516129032258	0.5127388535031847	1.0	0.6709677419354838	66.25094338950956	0.5	0.9239999999999999	0.5
ENSMUSG00000032020	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000049313	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032018	Observed	2	0.8666666666666667	0.9285714285714286	1.0	0.8666666666666667	4.0	0.931	1.0	1.0
ENSMUSG00000037705	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000037287	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032017	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059495	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000048503	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032015	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032013	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032012	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032010	Observed	3	0.3389741571559754	0.45769627915257255	1.0	0.4132231404958678	43.48435223030106	0.521	0.26366666666666666	0.794
ENSMUSG00000034739	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000079592	Observed	2	0.03508771929824561	0.06779661016949153	1.0	0.03508771929824561	27.5	0.0	0.601	0.0
ENSMUSG00000053128	Observed	3	0.3478260869565218	0.3617021276595745	1.0	0.5108695652173914	42.42640687119285	0.3333333333333333	0.7713333333333333	0.3333333333333333
ENSMUSG00000032135	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000034342	Observed	4	0.9438960231484802	0.9704245938195873	1.0	0.961006289308176	12.295832627357937	0.984	1.0	0.984
ENSMUSG00000032105	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032109	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032131	Observed	3	0.40952380952380957	0.47008547008547	1.0	0.11428571428571428	58.45416057808793	0.3333333333333333	0.3333333333333333	0.7853333333333333
ENSMUSG00000032119	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032120	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032123	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032126	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032127	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032115	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032114	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032112	Observed	2	0.9903846153846154	0.9951690821256038	1.0	0.9903846153846154	0.5	1.0	0.997	1.0
ENSMUSG00000009927	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000043923	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000074397	Observed	3	0.5358649789029536	0.6440129449838188	1.0	0.6518987341772152	25.92724864350674	0.824	0.3333333333333333	0.9306666666666666
ENSMUSG00000041523	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000063382	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000047880	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032097	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032098	Observed	2	0.8387096774193549	0.9122807017543859	1.0	0.8387096774193549	2.5	1.0	0.811	1.0
ENSMUSG00000048537	Observed	5	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032096	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000002031	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000002032	Observed	2	0.85	0.918918918918919	1.0	0.85	3.0	1.0	0.961	0.0
ENSMUSG00000002028	Observed	3	0.36231884057971014	0.38888888888888884	1.0	0.5217391304347826	103.70899457402696	0.3333333333333333	0.3333333333333333	0.7193333333333333
ENSMUSG00000059890	Observed	4	0.9453551912568307	0.9715099715099716	1.0	0.9453551912568305	2.5	1.0	0.9313333333333335	1.0
ENSMUSG00000002033	Observed	2	0.027777777777777776	0.05405405405405406	1.0	0.027777777777777776	35.0	0.0	0.647	0.0
ENSMUSG00000032094	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032092	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000048534	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000070304	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000046480	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032091	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000091996	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032089	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000037129	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000066705	Observed	2	0.9354838709677419	0.9666666666666667	1.0	0.9354838709677419	1.0	1.0	1.0	0.85
ENSMUSG00000059412	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032087	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000043987	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032086	Observed	3	0.36639461559025643	0.5184657842465151	0.9964539007092199	0.3787878787878788	53.92175401037652	0.5489999999999999	0.879	0.8393333333333333
ENSMUSG00000042790	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000035382	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000034908	Observed	6	0.47379953379953377	0.4821987679000326	1.0	0.20909090909090908	60.81392384424256	0.4666666666666667	0.798933333333333	0.4654
ENSMUSG00000003131	Observed	3	0.3511111111111111	0.367965367965368	1.0	0.5133333333333333	34.41253001774531	0.3333333333333333	0.3333333333333333	0.672
ENSMUSG00000034135	Observed	4	0.4536036036036036	0.5675925870447043	1.0	0.4924924924924925	42.32242313478754	0.2876666666666667	0.16666666666666666	0.9753333333333334
ENSMUSG00000032080	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032079	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032078	Observed	2	0.8838174273858921	0.9383259911894273	1.0	0.8838174273858921	14.0	0.973	0.942	0.989
ENSMUSG00000032077	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000044229	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032028	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032026	Observed	3	0.5050505050505051	0.606425702811245	1.0	0.25757575757575757	23.098821518760552	0.3333333333333333	0.3333333333333333	0.9366666666666666
ENSMUSG00000032271	Observed	2	0.9863013698630136	0.993103448275862	1.0	0.9863013698630136	0.5	1.0	1.0	0.983
ENSMUSG00000066687	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032269	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000008590	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032267	Observed	3	0.4468085106382979	0.5272727272727273	1.0	0.1702127659574468	36.76955262170047	0.6040000000000001	0.3333333333333333	1.0
ENSMUSG00000032264	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032268	Observed	4	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032259	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032257	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000040219	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000039542	Observed	5	0.9919191919191919	0.9959183673469388	1.0	0.9949494949494949	1.6	1.0	0.9911999999999999	1.0
ENSMUSG00000058443	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032068	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032067	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032066	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000039217	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000000171	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000059820	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000000167	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032064	Observed	4	0.39977313974591655	0.49946906106183925	1.0	0.5379310344827586	54.96532998172575	0.7678333333333334	0.38366666666666666	0.459
ENSMUSG00000038086	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032060	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000037971	Observed	3	0.5362318840579711	0.6444444444444445	1.0	0.6521739130434783	7.542472332656507	0.3333333333333333	0.8586666666666667	0.3333333333333333
ENSMUSG00000037845	Observed	2	0.9423076923076923	0.9702970297029703	1.0	0.9423076923076923	1.5	1.0	0.0	1.0
ENSMUSG00000032059	Observed	2	0.3780487804878049	0.5486725663716814	1.0	0.3780487804878049	25.5	0.844	0.0	0.798
ENSMUSG00000032058	Observed	7	0.9120879120879122	0.9480519480519478	1.0	0.9487179487179488	5.598833697790122	1.0	0.9114285714285716	0.7142857142857143
ENSMUSG00000037112	Observed	3	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000060594	Observed	2	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000032056	Observed	2	0.6857142857142857	0.8135593220338984	1.0	0.6857142857142857	5.5	0.983	0.0	0.978
ENSMUSG00000032057	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
ENSMUSG00000110266	Observed	1	1.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0
