Gene stable ID	Drosophila melanogaster (Fruit fly) gene stable ID	Drosophila melanogaster (Fruit fly) homology type
ENSG00000206181	FBgn0039066	ortholog_one2many
ENSG00000265681	FBgn0029897	ortholog_one2one
ENSG00000108848	FBgn0029887	ortholog_one2one
ENSG00000180828	FBgn0015550	ortholog_many2many
ENSG00000180828	FBgn0003270	ortholog_many2many
ENSG00000180828	FBgn0010433	ortholog_many2many
ENSG00000176142	FBgn0033899	ortholog_one2many
ENSG00000196177	FBgn0036824	ortholog_one2one
ENSG00000187609	FBgn0032924	ortholog_one2one
ENSG00000100867	FBgn0027583	ortholog_many2many
ENSG00000100867	FBgn0051546	ortholog_many2many
ENSG00000100867	FBgn0051548	ortholog_many2many
ENSG00000100867	FBgn0035588	ortholog_many2many
ENSG00000100867	FBgn0261446	ortholog_many2many
ENSG00000100867	FBgn0051549	ortholog_many2many
ENSG00000100867	FBgn0037354	ortholog_many2many
ENSG00000100867	FBgn0040349	ortholog_many2many
ENSG00000176853	FBgn0064766	ortholog_one2one
ENSG00000103343	FBgn0033581	ortholog_many2many
ENSG00000103343	FBgn0001180	ortholog_many2many
ENSG00000158315	FBgn0041723	ortholog_many2many
ENSG00000203867	FBgn0003435	ortholog_one2many
ENSG00000167981	FBgn0033252	ortholog_one2many
ENSG00000139629	FBgn0030930	ortholog_many2many
ENSG00000139629	FBgn0050463	ortholog_many2many
ENSG00000139629	FBgn0031681	ortholog_many2many
ENSG00000139629	FBgn0035375	ortholog_many2many
ENSG00000139629	FBgn0051956	ortholog_many2many
ENSG00000139629	FBgn0051776	ortholog_many2many
ENSG00000139629	FBgn0036528	ortholog_many2many
ENSG00000139629	FBgn0036527	ortholog_many2many
ENSG00000139629	FBgn0036529	ortholog_many2many
ENSG00000122390	FBgn0036039	ortholog_one2one
ENSG00000108039	FBgn0026150	ortholog_one2one
ENSG00000143951	FBgn0086698	ortholog_one2one
ENSG00000158423	FBgn0036214	ortholog_one2many
ENSG00000113845	FBgn0010340	ortholog_one2one
ENSG00000119655	FBgn0031381	ortholog_one2one
ENSG00000155926	FBgn0010583	ortholog_many2many
ENSG00000101220	FBgn0035896	ortholog_one2one
ENSG00000134595	FBgn0005612	ortholog_many2many
ENSG00000134595	FBgn0036411	ortholog_many2many
ENSG00000134595	FBgn0039938	ortholog_many2many
ENSG00000176095	FBgn0032147	ortholog_many2many
ENSG00000176095	FBgn0034644	ortholog_many2many
ENSG00000101665	FBgn0020493	ortholog_many2many
ENSG00000111885	FBgn0032480	ortholog_many2many
ENSG00000111885	FBgn0259170	ortholog_many2many
ENSG00000111885	FBgn0051202	ortholog_many2many
ENSG00000130653	FBgn0003656	ortholog_one2many
ENSG00000100603	FBgn0004856	ortholog_one2one
ENSG00000198919	FBgn0039875	ortholog_many2many
ENSG00000108349	FBgn0045862	ortholog_one2one
ENSG00000170153	FBgn0004919	ortholog_one2one
ENSG00000111605	FBgn0035872	ortholog_one2many
ENSG00000180233	FBgn0029911	ortholog_one2one
ENSG00000139687	FBgn0038390	ortholog_many2many
ENSG00000139687	FBgn0015799	ortholog_many2many
ENSG00000126368	FBgn0015240	ortholog_many2many
ENSG00000126368	FBgn0000546	ortholog_many2many
ENSG00000182154	FBgn0034001	ortholog_one2one
ENSG00000155111	FBgn0015618	ortholog_one2one
ENSG00000148399	FBgn0029892	ortholog_one2one
ENSG00000109445	FBgn0026400	ortholog_one2one
ENSG00000108651	FBgn0030081	ortholog_one2one
ENSG00000115944	FBgn0085201	ortholog_many2many
ENSG00000115944	FBgn0037579	ortholog_many2many
ENSG00000088367	FBgn0010434	ortholog_many2many
ENSG00000088367	FBgn0004049	ortholog_many2many
ENSG00000088367	FBgn0032225	ortholog_many2many
ENSG00000226742	FBgn0032429	ortholog_one2many
ENSG00000169902	FBgn0086674	ortholog_one2many
ENSG00000141759	FBgn0031601	ortholog_one2many
ENSG00000166428	FBgn0263050	ortholog_many2many
ENSG00000166428	FBgn0032923	ortholog_many2many
ENSG00000185551	FBgn0037436	ortholog_many2many
ENSG00000185551	FBgn0003964	ortholog_many2many
ENSG00000185551	FBgn0015239	ortholog_many2many
ENSG00000092853	FBgn0052251	ortholog_one2one
ENSG00000165724	FBgn0266709	ortholog_one2many
ENSG00000101546	FBgn0030704	ortholog_one2one
ENSG00000144837	FBgn0034166	ortholog_many2many
ENSG00000144837	FBgn0038398	ortholog_many2many
ENSG00000144837	FBgn0030828	ortholog_many2many
ENSG00000144837	FBgn0265267	ortholog_many2many
ENSG00000144837	FBgn0036977	ortholog_many2many
ENSG00000144837	FBgn0039475	ortholog_many2many
ENSG00000144837	FBgn0039476	ortholog_many2many
ENSG00000144837	FBgn0039474	ortholog_many2many
ENSG00000144837	FBgn0039471	ortholog_many2many
ENSG00000144837	FBgn0039473	ortholog_many2many
ENSG00000144837	FBgn0039472	ortholog_many2many
ENSG00000144837	FBgn0039470	ortholog_many2many
ENSG00000144837	FBgn0039344	ortholog_many2many
ENSG00000144837	FBgn0264979	ortholog_many2many
ENSG00000144837	FBgn0032973	ortholog_many2many
ENSG00000103995	FBgn0015296	ortholog_one2many
ENSG00000103351	FBgn0031196	ortholog_one2one
ENSG00000059691	FBgn0039153	ortholog_one2one
ENSG00000178184	FBgn0026192	ortholog_one2many
ENSG00000100288	FBgn0032955	ortholog_one2many
ENSG00000108798	FBgn0020510	ortholog_one2many
ENSG00000101557	FBgn0032216	ortholog_one2one
ENSG00000185825	FBgn0035165	ortholog_one2many
ENSG00000173714	FBgn0035833	ortholog_one2many
ENSG00000206530	FBgn0083960	ortholog_one2one
ENSG00000187164	FBgn0267795	ortholog_many2many
ENSG00000156787	FBgn0035073	ortholog_one2one
ENSG00000101986	FBgn0039890	ortholog_one2many
ENSG00000008735	FBgn0040281	ortholog_many2many
ENSG00000008735	FBgn0000414	ortholog_many2many
ENSG00000008735	FBgn0261555	ortholog_many2many
ENSG00000008735	FBgn0002973	ortholog_many2many
ENSG00000008735	FBgn0037720	ortholog_many2many
ENSG00000167083	FBgn0004921	ortholog_one2many
ENSG00000198753	FBgn0025740	ortholog_one2many
ENSG00000136897	FBgn0028648	ortholog_one2one
ENSG00000135249	FBgn0035762	ortholog_one2one
ENSG00000168306	FBgn0034628	ortholog_many2many
ENSG00000168306	FBgn0034629	ortholog_many2many
ENSG00000168306	FBgn0027572	ortholog_many2many
ENSG00000168306	FBgn0029924	ortholog_many2many
ENSG00000155827	FBgn0086694	ortholog_one2many
ENSG00000042429	FBgn0038578	ortholog_one2one
ENSG00000100299	FBgn0033836	ortholog_many2many
ENSG00000100299	FBgn0260475	ortholog_many2many
ENSG00000100299	FBgn0036768	ortholog_many2many
ENSG00000100299	FBgn0036765	ortholog_many2many
ENSG00000100299	FBgn0052191	ortholog_many2many
ENSG00000100299	FBgn0040271	ortholog_many2many
ENSG00000172594	FBgn0044328	ortholog_one2many
ENSG00000131043	FBgn0038590	ortholog_one2one
ENSG00000275052	FBgn0024555	ortholog_one2many
ENSG00000108846	FBgn0051793	ortholog_many2many
ENSG00000108846	FBgn0038740	ortholog_many2many
ENSG00000108846	FBgn0263316	ortholog_many2many
ENSG00000108846	FBgn0032908	ortholog_many2many
ENSG00000108846	FBgn0032026	ortholog_many2many
ENSG00000108846	FBgn0051792	ortholog_many2many
ENSG00000108846	FBgn0010549	ortholog_many2many
ENSG00000108846	FBgn0034612	ortholog_many2many
ENSG00000108846	FBgn0039645	ortholog_many2many
ENSG00000108846	FBgn0039644	ortholog_many2many
ENSG00000108846	FBgn0032456	ortholog_many2many
ENSG00000101574	FBgn0015351	ortholog_one2one
ENSG00000112406	FBgn0010113	ortholog_one2one
ENSG00000126602	FBgn0026761	ortholog_one2one
ENSG00000173626	FBgn0260859	ortholog_one2many
ENSG00000188386	FBgn0025642	ortholog_many2many
ENSG00000188386	FBgn0038186	ortholog_many2many
ENSG00000188386	FBgn0037358	ortholog_many2many
ENSG00000188386	FBgn0034558	ortholog_many2many
ENSG00000154678	FBgn0266377	ortholog_many2many
ENSG00000154678	FBgn0085370	ortholog_many2many
ENSG00000120159	FBgn0052176	ortholog_one2one
ENSG00000184343	FBgn0011817	ortholog_many2many
ENSG00000184343	FBgn0286813	ortholog_many2many
ENSG00000184343	FBgn0030697	ortholog_many2many
ENSG00000151623	FBgn0035849	ortholog_one2many
ENSG00000137055	FBgn0024314	ortholog_one2one
ENSG00000125875	FBgn0040005	ortholog_one2one
ENSG00000134697	FBgn0034243	ortholog_one2one
ENSG00000165752	FBgn0052944	ortholog_many2many
ENSG00000165752	FBgn0267390	ortholog_many2many
ENSG00000111880	FBgn0030556	ortholog_one2one
ENSG00000172819	FBgn0015240	ortholog_many2many
ENSG00000116151	FBgn0034281	ortholog_many2many
ENSG00000154473	FBgn0025457	ortholog_one2one
ENSG00000136936	FBgn0004832	ortholog_one2one
ENSG00000136104	FBgn0030507	ortholog_one2one
ENSG00000100228	FBgn0035255	ortholog_one2one
ENSG00000180879	FBgn0021795	ortholog_one2one
ENSG00000166377	FBgn0051729	ortholog_many2many
ENSG00000101266	FBgn0264492	ortholog_one2many
ENSG00000166477	FBgn0038773	ortholog_one2one
ENSG00000169946	FBgn0003963	ortholog_one2many
ENSG00000092094	FBgn0283681	ortholog_one2one
ENSG00000123545	FBgn0037777	ortholog_one2one
ENSG00000189007	FBgn0038491	ortholog_many2many
ENSG00000117016	FBgn0053547	ortholog_one2many
ENSG00000132429	FBgn0031150	ortholog_one2many
ENSG00000138594	FBgn0082582	ortholog_one2many
ENSG00000237289	FBgn0000116	ortholog_many2many
ENSG00000237289	FBgn0038373	ortholog_many2many
ENSG00000237289	FBgn0035957	ortholog_many2many
ENSG00000183246	FBgn0262483	ortholog_one2many
ENSG00000100034	FBgn0032702	ortholog_many2many
ENSG00000100034	FBgn0029958	ortholog_many2many
ENSG00000100034	FBgn0035425	ortholog_many2many
ENSG00000100034	FBgn0035143	ortholog_many2many
ENSG00000100034	FBgn0086361	ortholog_many2many
ENSG00000100034	FBgn0039421	ortholog_many2many
ENSG00000163866	FBgn0085257	ortholog_one2one
ENSG00000169439	FBgn0010415	ortholog_one2many
ENSG00000164494	FBgn0037044	ortholog_one2one
ENSG00000100823	FBgn0004584	ortholog_one2one
ENSG00000205356	FBgn0288469	ortholog_one2one
ENSG00000075290	FBgn0010194	ortholog_many2many
ENSG00000075290	FBgn0031903	ortholog_many2many
ENSG00000075290	FBgn0004360	ortholog_many2many
ENSG00000162384	FBgn0033810	ortholog_one2one
ENSG00000090382	FBgn0029765	ortholog_many2many
ENSG00000090382	FBgn0034539	ortholog_many2many
ENSG00000090382	FBgn0034538	ortholog_many2many
ENSG00000090382	FBgn0004425	ortholog_many2many
ENSG00000090382	FBgn0004427	ortholog_many2many
ENSG00000090382	FBgn0004428	ortholog_many2many
ENSG00000090382	FBgn0004430	ortholog_many2many
ENSG00000090382	FBgn0004431	ortholog_many2many
ENSG00000090382	FBgn0004429	ortholog_many2many
ENSG00000090382	FBgn0034092	ortholog_many2many
ENSG00000090382	FBgn0050062	ortholog_many2many
ENSG00000185739	FBgn0038181	ortholog_one2one
ENSG00000100038	FBgn0026015	ortholog_one2one
ENSG00000215712	FBgn0030311	ortholog_one2one
ENSG00000265763	FBgn0035643	ortholog_one2many
ENSG00000162391	FBgn0031968	ortholog_one2many
ENSG00000114446	FBgn0031550	ortholog_one2one
ENSG00000090447	FBgn0001994	ortholog_one2one
ENSG00000057663	FBgn0029943	ortholog_one2one
ENSG00000148908	FBgn0020278	ortholog_one2one
ENSG00000126603	FBgn0033782	ortholog_one2one
ENSG00000078142	FBgn0015277	ortholog_one2one
ENSG00000255501	FBgn0028381	ortholog_many2many
ENSG00000255501	FBgn0026404	ortholog_many2many
ENSG00000138764	FBgn0000404	ortholog_many2many
ENSG00000138764	FBgn0010315	ortholog_many2many
ENSG00000138764	FBgn0010382	ortholog_many2many
ENSG00000138764	FBgn0000405	ortholog_many2many
ENSG00000217930	FBgn0038387	ortholog_one2many
ENSG00000217930	FBgn0029964	ortholog_one2many
ENSG00000117859	FBgn0035181	ortholog_one2one
ENSG00000166575	FBgn0037592	ortholog_one2many
ENSG00000166575	FBgn0051454	ortholog_one2many
ENSG00000166575	FBgn0051259	ortholog_one2many
ENSG00000243667	FBgn0036771	ortholog_one2one
ENSG00000073584	FBgn0030093	ortholog_one2one
ENSG00000148704	FBgn0034520	ortholog_many2many
ENSG00000148700	FBgn0263391	ortholog_one2many
ENSG00000173611	FBgn0035677	ortholog_one2one
ENSG00000106355	FBgn0035675	ortholog_one2one
ENSG00000121578	FBgn0027538	ortholog_many2many
ENSG00000164169	FBgn0031592	ortholog_many2many
ENSG00000223572	FBgn0000116	ortholog_many2many
ENSG00000223572	FBgn0038373	ortholog_many2many
ENSG00000223572	FBgn0035957	ortholog_many2many
ENSG00000083307	FBgn0050011	ortholog_one2many
ENSG00000079134	FBgn0037382	ortholog_one2one
ENSG00000112378	FBgn0266409	ortholog_one2many
ENSG00000111962	FBgn0003089	ortholog_one2one
ENSG00000177432	FBgn0015268	ortholog_many2many
ENSG00000177432	FBgn0040345	ortholog_many2many
ENSG00000177432	FBgn0267366	ortholog_many2many
ENSG00000177432	FBgn0014879	ortholog_many2many
ENSG00000143889	FBgn0003435	ortholog_one2many
ENSG00000262246	FBgn0029903	ortholog_one2one
ENSG00000151458	FBgn0039590	ortholog_one2one
ENSG00000106367	FBgn0039132	ortholog_one2many
ENSG00000128886	FBgn0014037	ortholog_one2many
ENSG00000077684	FBgn0261238	ortholog_many2many
ENSG00000147592	FBgn0031987	ortholog_one2one
ENSG00000106397	FBgn0036147	ortholog_one2many
ENSG00000112742	FBgn0000063	ortholog_one2one
ENSG00000187860	FBgn0015615	ortholog_many2many
ENSG00000067167	FBgn0040340	ortholog_one2many
ENSG00000140259	FBgn0035294	ortholog_one2one
ENSG00000074621	FBgn0028704	ortholog_one2many
ENSG00000141447	FBgn0034951	ortholog_many2many
ENSG00000179636	FBgn0266417	ortholog_one2many
ENSG00000100221	FBgn0029853	ortholog_one2many
ENSG00000135218	FBgn0002939	ortholog_many2many
ENSG00000135218	FBgn0015924	ortholog_many2many
ENSG00000135218	FBgn0031970	ortholog_many2many
ENSG00000135218	FBgn0031969	ortholog_many2many
ENSG00000135218	FBgn0051741	ortholog_many2many
ENSG00000135218	FBgn0260004	ortholog_many2many
ENSG00000135218	FBgn0025697	ortholog_many2many
ENSG00000135218	FBgn0035815	ortholog_many2many
ENSG00000140396	FBgn0041092	ortholog_one2many
ENSG00000115946	FBgn0027334	ortholog_one2one
ENSG00000144848	FBgn0036813	ortholog_one2one
ENSG00000130540	FBgn0034887	ortholog_many2many
ENSG00000130540	FBgn0033887	ortholog_many2many
ENSG00000130540	FBgn0265052	ortholog_many2many
ENSG00000148019	FBgn0038248	ortholog_one2one
ENSG00000138035	FBgn0039846	ortholog_one2one
ENSG00000155229	FBgn0037301	ortholog_one2one
ENSG00000042832	FBgn0034076	ortholog_many2many
ENSG00000042832	FBgn0010052	ortholog_many2many
ENSG00000042832	FBgn0015570	ortholog_many2many
ENSG00000042832	FBgn0015569	ortholog_many2many
ENSG00000042832	FBgn0015577	ortholog_many2many
ENSG00000042832	FBgn0015575	ortholog_many2many
ENSG00000042832	FBgn0034736	ortholog_many2many
ENSG00000042832	FBgn0261393	ortholog_many2many
ENSG00000042832	FBgn0032132	ortholog_many2many
ENSG00000042832	FBgn0015568	ortholog_many2many
ENSG00000042832	FBgn0015572	ortholog_many2many
ENSG00000042832	FBgn0032131	ortholog_many2many
ENSG00000042832	FBgn0027584	ortholog_many2many
ENSG00000042832	FBgn0015576	ortholog_many2many
ENSG00000042832	FBgn0015574	ortholog_many2many
ENSG00000042832	FBgn0015571	ortholog_many2many
ENSG00000042832	FBgn0001114	ortholog_many2many
ENSG00000042832	FBgn0032058	ortholog_many2many
ENSG00000042832	FBgn0032057	ortholog_many2many
ENSG00000042832	FBgn0000592	ortholog_many2many
ENSG00000042832	FBgn0000594	ortholog_many2many
ENSG00000169087	FBgn0263025	ortholog_one2one
ENSG00000112306	FBgn0286213	ortholog_one2one
ENSG00000153721	FBgn0286070	ortholog_one2many
ENSG00000066084	FBgn0024806	ortholog_one2many
ENSG00000262919	FBgn0264816	ortholog_one2one
ENSG00000166266	FBgn0039632	ortholog_many2many
ENSG00000165804	FBgn0000287	ortholog_many2many
ENSG00000165804	FBgn0261648	ortholog_many2many
ENSG00000165804	FBgn0029939	ortholog_many2many
ENSG00000101605	FBgn0259735	ortholog_one2many
ENSG00000168438	FBgn0038927	ortholog_one2one
ENSG00000103769	FBgn0015790	ortholog_one2one
ENSG00000198125	FBgn0027657	ortholog_one2many
ENSG00000137713	FBgn0260439	ortholog_one2many
ENSG00000092201	FBgn0002183	ortholog_one2one
ENSG00000115350	FBgn0034726	ortholog_one2one
ENSG00000148090	FBgn0027793	ortholog_many2many
ENSG00000148090	FBgn0037027	ortholog_many2many
ENSG00000148090	FBgn0035169	ortholog_many2many
ENSG00000148090	FBgn0033761	ortholog_many2many
ENSG00000147164	FBgn0038065	ortholog_one2many
ENSG00000168140	FBgn0261674	ortholog_one2many
ENSG00000168140	FBgn0028518	ortholog_one2many
ENSG00000103423	FBgn0002174	ortholog_one2one
ENSG00000146425	FBgn0024432	ortholog_one2one
ENSG00000119125	FBgn0261436	ortholog_one2one
ENSG00000206127	FBgn0034697	ortholog_one2many
ENSG00000112038	FBgn0036260	ortholog_many2many
ENSG00000164764	FBgn0259241	ortholog_one2one
ENSG00000166166	FBgn0039407	ortholog_one2many
ENSG00000136425	FBgn0025642	ortholog_many2many
ENSG00000136425	FBgn0038186	ortholog_many2many
ENSG00000136425	FBgn0037358	ortholog_many2many
ENSG00000136425	FBgn0034558	ortholog_many2many
ENSG00000126215	FBgn0033389	ortholog_one2many
ENSG00000126215	FBgn0003480	ortholog_one2many
ENSG00000214491	FBgn0031814	ortholog_many2many
ENSG00000214491	FBgn0035146	ortholog_many2many
ENSG00000091157	FBgn0023510	ortholog_one2one
ENSG00000139287	FBgn0035187	ortholog_one2many
ENSG00000050030	FBgn0002891	ortholog_many2many
ENSG00000147113	FBgn0034705	ortholog_one2many
ENSG00000114125	FBgn0044020	ortholog_one2one
ENSG00000147224	FBgn0036030	ortholog_one2many
ENSG00000153487	FBgn0038546	ortholog_many2many
ENSG00000166411	FBgn0052026	ortholog_one2many
ENSG00000166411	FBgn0027291	ortholog_one2many
ENSG00000103415	FBgn0037933	ortholog_one2many
ENSG00000144909	FBgn0034951	ortholog_many2many
ENSG00000166682	FBgn0250841	ortholog_many2many
ENSG00000166682	FBgn0003319	ortholog_many2many
ENSG00000050438	FBgn0036043	ortholog_many2many
ENSG00000050438	FBgn0259111	ortholog_many2many
ENSG00000065485	FBgn0032514	ortholog_one2one
ENSG00000162396	FBgn0027082	ortholog_one2one
ENSG00000116016	FBgn0262139	ortholog_many2many
ENSG00000116016	FBgn0266411	ortholog_many2many
ENSG00000196865	FBgn0250830	ortholog_one2one
ENSG00000138459	FBgn0031676	ortholog_one2many
ENSG00000243725	FBgn0266518	ortholog_one2one
ENSG00000101276	FBgn0039882	ortholog_one2many
ENSG00000171872	FBgn0025679	ortholog_many2many
ENSG00000171872	FBgn0040765	ortholog_many2many
ENSG00000171872	FBgn0261705	ortholog_many2many
ENSG00000171872	FBgn0263239	ortholog_many2many
ENSG00000075340	FBgn0263391	ortholog_one2many
ENSG00000162407	FBgn0037166	ortholog_many2many
ENSG00000162407	FBgn0037163	ortholog_many2many
ENSG00000162407	FBgn0016078	ortholog_many2many
ENSG00000162407	FBgn0041087	ortholog_many2many
ENSG00000162407	FBgn0037167	ortholog_many2many
ENSG00000162407	FBgn0037164	ortholog_many2many
ENSG00000162407	FBgn0037165	ortholog_many2many
ENSG00000162407	FBgn0037341	ortholog_many2many
ENSG00000124198	FBgn0264560	ortholog_many2many
ENSG00000124198	FBgn0026179	ortholog_many2many
ENSG00000124198	FBgn0028538	ortholog_many2many
ENSG00000123562	FBgn0027378	ortholog_one2many
ENSG00000249861	FBgn0031213	ortholog_many2many
ENSG00000249861	FBgn0031214	ortholog_many2many
ENSG00000249861	FBgn0031289	ortholog_many2many
ENSG00000163877	FBgn0039943	ortholog_one2one
ENSG00000127920	FBgn0004921	ortholog_one2many
ENSG00000147604	FBgn0005593	ortholog_one2many
ENSG00000177143	FBgn0040010	ortholog_one2many
ENSG00000177143	FBgn0051802	ortholog_one2many
ENSG00000157184	FBgn0035383	ortholog_one2one
ENSG00000176890	FBgn0024920	ortholog_one2one
ENSG00000158220	FBgn0266758	ortholog_one2many
ENSG00000156970	FBgn0031696	ortholog_many2many
ENSG00000156970	FBgn0263855	ortholog_many2many
ENSG00000258986	FBgn0039135	ortholog_one2one
ENSG00000012211	FBgn0003090	ortholog_many2many
ENSG00000012211	FBgn0263934	ortholog_many2many
ENSG00000065621	FBgn0050000	ortholog_many2many
ENSG00000065621	FBgn0031117	ortholog_many2many
ENSG00000065621	FBgn0050005	ortholog_many2many
ENSG00000065621	FBgn0027590	ortholog_many2many
ENSG00000065621	FBgn0034354	ortholog_many2many
ENSG00000065621	FBgn0033381	ortholog_many2many
ENSG00000065621	FBgn0063495	ortholog_many2many
ENSG00000065621	FBgn0063494	ortholog_many2many
ENSG00000065621	FBgn0063493	ortholog_many2many
ENSG00000065621	FBgn0063492	ortholog_many2many
ENSG00000065621	FBgn0063496	ortholog_many2many
ENSG00000065621	FBgn0063491	ortholog_many2many
ENSG00000065621	FBgn0034335	ortholog_many2many
ENSG00000065621	FBgn0063498	ortholog_many2many
ENSG00000065621	FBgn0063499	ortholog_many2many
ENSG00000065621	FBgn0063497	ortholog_many2many
ENSG00000065621	FBgn0001149	ortholog_many2many
ENSG00000065621	FBgn0042206	ortholog_many2many
ENSG00000065621	FBgn0038020	ortholog_many2many
ENSG00000065621	FBgn0010044	ortholog_many2many
ENSG00000065621	FBgn0010039	ortholog_many2many
ENSG00000065621	FBgn0010038	ortholog_many2many
ENSG00000065621	FBgn0010041	ortholog_many2many
ENSG00000065621	FBgn0010040	ortholog_many2many
ENSG00000065621	FBgn0010043	ortholog_many2many
ENSG00000065621	FBgn0010042	ortholog_many2many
ENSG00000065621	FBgn0030529	ortholog_many2many
ENSG00000065621	FBgn0086348	ortholog_many2many
ENSG00000065621	FBgn0035907	ortholog_many2many
ENSG00000065621	FBgn0035904	ortholog_many2many
ENSG00000065621	FBgn0035906	ortholog_many2many
ENSG00000154975	FBgn0052698	ortholog_many2many
ENSG00000154975	FBgn0039235	ortholog_many2many
ENSG00000154975	FBgn0034560	ortholog_many2many
ENSG00000154975	FBgn0034554	ortholog_many2many
ENSG00000154975	FBgn0033542	ortholog_many2many
ENSG00000154975	FBgn0037788	ortholog_many2many
ENSG00000111530	FBgn0027568	ortholog_one2many
ENSG00000105176	FBgn0035025	ortholog_one2one
ENSG00000136986	FBgn0267972	ortholog_one2one
ENSG00000136895	FBgn0264895	ortholog_one2many
ENSG00000118007	FBgn0043865	ortholog_many2many
ENSG00000118007	FBgn0020616	ortholog_many2many
ENSG00000100722	FBgn0028471	ortholog_one2one
ENSG00000135269	FBgn0034223	ortholog_one2many
ENSG00000136010	FBgn0032945	ortholog_many2many
ENSG00000136010	FBgn0051075	ortholog_many2many
ENSG00000133460	FBgn0031520	ortholog_many2many
ENSG00000133460	FBgn0015230	ortholog_many2many
ENSG00000133460	FBgn0038414	ortholog_many2many
ENSG00000133460	FBgn0038415	ortholog_many2many
ENSG00000133460	FBgn0038416	ortholog_many2many
ENSG00000133460	FBgn0029932	ortholog_many2many
ENSG00000133460	FBgn0034045	ortholog_many2many
ENSG00000133460	FBgn0031523	ortholog_many2many
ENSG00000133460	FBgn0031522	ortholog_many2many
ENSG00000133460	FBgn0053282	ortholog_many2many
ENSG00000133460	FBgn0031517	ortholog_many2many
ENSG00000133460	FBgn0037485	ortholog_many2many
ENSG00000133460	FBgn0037486	ortholog_many2many
ENSG00000133460	FBgn0053281	ortholog_many2many
ENSG00000133460	FBgn0037386	ortholog_many2many
ENSG00000133460	FBgn0033644	ortholog_many2many
ENSG00000133460	FBgn0050035	ortholog_many2many
ENSG00000133460	FBgn0036066	ortholog_many2many
ENSG00000133460	FBgn0052053	ortholog_many2many
ENSG00000133460	FBgn0262007	ortholog_many2many
ENSG00000133460	FBgn0052054	ortholog_many2many
ENSG00000133460	FBgn0262008	ortholog_many2many
ENSG00000133460	FBgn0028562	ortholog_many2many
ENSG00000133460	FBgn0028561	ortholog_many2many
ENSG00000133460	FBgn0028563	ortholog_many2many
ENSG00000133460	FBgn0033047	ortholog_many2many
ENSG00000133460	FBgn0034247	ortholog_many2many
ENSG00000133460	FBgn0036316	ortholog_many2many
ENSG00000133460	FBgn0028560	ortholog_many2many
ENSG00000124098	FBgn0039970	ortholog_one2many
ENSG00000124098	FBgn0031504	ortholog_one2many
ENSG00000087586	FBgn0000147	ortholog_one2one
ENSG00000154447	FBgn0034264	ortholog_many2many
ENSG00000131941	FBgn0026374	ortholog_one2many
ENSG00000059915	FBgn0051158	ortholog_one2one
ENSG00000175938	FBgn0041585	ortholog_one2many
ENSG00000176407	FBgn0051642	ortholog_one2many
ENSG00000176407	FBgn0037655	ortholog_one2many
ENSG00000176407	FBgn0040355	ortholog_one2many
ENSG00000176407	FBgn0028531	ortholog_one2many
ENSG00000176407	FBgn0051835	ortholog_one2many
ENSG00000176407	FBgn0260953	ortholog_one2many
ENSG00000176407	FBgn0015926	ortholog_one2many
ENSG00000154229	FBgn0003091	ortholog_many2many
ENSG00000154229	FBgn0004784	ortholog_many2many
ENSG00000154229	FBgn0020621	ortholog_many2many
ENSG00000154229	FBgn0287828	ortholog_many2many
ENSG00000107874	FBgn0037556	ortholog_one2one
ENSG00000159069	FBgn0031773	ortholog_one2one
ENSG00000105767	FBgn0000636	ortholog_one2many
ENSG00000099365	FBgn0013343	ortholog_one2many
ENSG00000138107	FBgn0011745	ortholog_one2one
ENSG00000206422	FBgn0035008	ortholog_one2one
ENSG00000105738	FBgn0264895	ortholog_one2many
ENSG00000141198	FBgn0027363	ortholog_many2many
ENSG00000141198	FBgn0030141	ortholog_many2many
ENSG00000141198	FBgn0032246	ortholog_many2many
ENSG00000141198	FBgn0035995	ortholog_many2many
ENSG00000206527	FBgn0032394	ortholog_one2many
ENSG00000198382	FBgn0032499	ortholog_one2one
ENSG00000283039	FBgn0025679	ortholog_many2many
ENSG00000283039	FBgn0040765	ortholog_many2many
ENSG00000283039	FBgn0261705	ortholog_many2many
ENSG00000283039	FBgn0263239	ortholog_many2many
ENSG00000283039	FBgn0034946	ortholog_many2many
ENSG00000101997	FBgn0036671	ortholog_one2one
ENSG00000162385	FBgn0002736	ortholog_one2many
ENSG00000169583	FBgn0050000	ortholog_many2many
ENSG00000169583	FBgn0031117	ortholog_many2many
ENSG00000169583	FBgn0050005	ortholog_many2many
ENSG00000169583	FBgn0027590	ortholog_many2many
ENSG00000169583	FBgn0034354	ortholog_many2many
ENSG00000169583	FBgn0033381	ortholog_many2many
ENSG00000169583	FBgn0063495	ortholog_many2many
ENSG00000169583	FBgn0063494	ortholog_many2many
ENSG00000169583	FBgn0063493	ortholog_many2many
ENSG00000169583	FBgn0063492	ortholog_many2many
ENSG00000169583	FBgn0063496	ortholog_many2many
ENSG00000169583	FBgn0063491	ortholog_many2many
ENSG00000169583	FBgn0034335	ortholog_many2many
ENSG00000169583	FBgn0063498	ortholog_many2many
ENSG00000169583	FBgn0063499	ortholog_many2many
ENSG00000169583	FBgn0063497	ortholog_many2many
ENSG00000169583	FBgn0001149	ortholog_many2many
ENSG00000169583	FBgn0042206	ortholog_many2many
ENSG00000169583	FBgn0038020	ortholog_many2many
ENSG00000169583	FBgn0010044	ortholog_many2many
